Fund Holdings as of,"28/Jul/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"PSN","PERSIMMON PLC","Equity","0.02","39.90","8,831.00","352,366.73","352,366.73","Consumer Discretionary","GB0006825383","London Stock Exchange","United Kingdom","GBP"
"DANSKE","DANSKE BANK","Equity","0.02","17.47","20,166.00","352,243.14","352,243.14","Financials","DK0010274414","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"6178","JAPAN POST HOLDINGS LTD","Equity","0.02","8.53","41,200.00","351,496.50","351,496.50","Financials","JP3752900005","Tokyo Stock Exchange","Japan","JPY"
"ALO","ALSTOM SA","Equity","0.02","43.19","8,119.00","350,628.51","350,628.51","Industrials","FR0010220475","Nyse Euronext - Euronext Paris","France","EUR"
"QIA","QIAGEN NV","Equity","0.02","51.75","6,762.00","349,951.13","349,951.13","Health Care","NL0012169213","Xetra","Germany","EUR"
"5401","NIPPON STEEL CORP","Equity","0.02","16.97","20,600.00","349,663.06","349,663.06","Materials","JP3381000003","Tokyo Stock Exchange","Japan","JPY"
"RPM","RPM INTERNATIONAL INC","Equity","0.02","84.76","4,115.00","348,787.40","348,787.40","Materials","US7496851038","New York Stock Exchange Inc.","United States","USD"
"EUR","EUR CASH","Cash","0.02","118.00","295,559.00","348,745.35","348,745.35","Cash and/or Derivatives","-","-","European Union","EUR"
"ATO","ATMOS ENERGY CORP","Equity","0.02","100.35","3,464.00","347,612.40","347,612.40","Utilities","US0495601058","New York Stock Exchange Inc.","United States","USD"
"GN","GN STORE NORD","Equity","0.02","89.64","3,877.00","347,519.93","347,519.93","Health Care","DK0010272632","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"1COV","COVESTRO AG","Equity","0.02","64.85","5,361.00","347,661.13","347,661.13","Materials","DE0006062144","Xetra","Germany","EUR"
"4188","MITSUBISHI CHEMICAL CORP","Equity","0.02","8.43","41,200.00","347,230.95","347,230.95","Materials","JP3897700005","Tokyo Stock Exchange","Japan","JPY"
"BNZL","BUNZL","Equity","0.02","36.73","9,452.00","347,125.76","347,125.76","Industrials","GB00B0744B38","London Stock Exchange","United Kingdom","GBP"
"5020","ENEOS HOLDINGS INC","Equity","0.02","4.21","82,500.00","347,127.87","347,127.87","Energy","JP3386450005","Tokyo Stock Exchange","Japan","JPY"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Equity","0.02","21.49","16,100.00","345,950.41","345,950.41","Consumer Discretionary","JP3639650005","Tokyo Stock Exchange","Japan","JPY"
"REG","REGENCY CENTERS REIT CORP","Equity","0.02","64.61","5,342.00","345,146.62","345,146.62","Real Estate","US7588491032","NASDAQ","United States","USD"
"BEI","BEIERSDORF AG","Equity","0.02","119.00","2,891.00","344,023.10","344,023.10","Consumer Staples","DE0005200000","Xetra","Germany","EUR"
"TELIA","TELIA COMPANY","Equity","0.02","4.41","78,071.00","344,095.79","344,095.79","Communication","SE0000667925","Nasdaq Omx Nordic","Sweden","SEK"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Equity","0.02","87.64","3,911.00","342,740.04","342,740.04","Real Estate","FR0013326246","Euronext Amsterdam","France","EUR"
"BSY","BENTLEY SYSTEMS INC CLASS B","Equity","0.02","60.02","5,701.00","342,174.02","342,174.02","Information Technology","US08265T2087","NASDAQ","United States","USD"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Equity","0.02","113,979.44","3.00","341,938.31","341,938.31","Consumer Staples","CH0010570759","SIX Swiss Exchange","Switzerland","CHF"
"FORTUM","FORTUM","Equity","0.02","27.73","12,335.00","342,035.06","342,035.06","Utilities","FI0009007132","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"6201","TOYOTA INDUSTRIES CORP","Equity","0.02","83.37","4,100.00","341,821.81","341,821.81","Consumer Discretionary","JP3634600005","Tokyo Stock Exchange","Japan","JPY"
"AOS","A O SMITH CORP","Equity","0.02","69.40","4,917.00","341,239.80","341,239.80","Industrials","US8318652091","New York Stock Exchange Inc.","United States","USD"
"XPO","XPO LOGISTICS INC","Equity","0.02","137.78","2,477.00","341,281.06","341,281.06","Industrials","US9837931008","New York Stock Exchange Inc.","United States","USD"
"ALFA","ALFA LAVAL","Equity","0.02","41.46","8,231.00","341,282.11","341,282.11","Industrials","SE0000695876","Nasdaq Omx Nordic","Sweden","SEK"
"STJ","ST JAMESS PLACE PLC","Equity","0.02","22.09","15,433.00","340,859.14","340,859.14","Financials","GB0007669376","London Stock Exchange","United Kingdom","GBP"
"WTRG","ESSENTIAL UTILITIES INC","Equity","0.02","49.73","6,850.00","340,650.50","340,650.50","Utilities","US29670G1022","New York Stock Exchange Inc.","United States","USD"
"BRBY","BURBERRY GROUP PLC","Equity","0.02","28.99","11,710.00","339,428.52","339,428.52","Consumer Discretionary","GB0031743007","London Stock Exchange","United Kingdom","GBP"
"FM","FIRST QUANTUM MINERALS LTD","Equity","0.02","20.43","16,562.00","338,416.54","338,416.54","Materials","CA3359341052","Toronto Stock Exchange","Canada","CAD"
"MONC","MONCLER","Equity","0.02","68.58","4,933.00","338,298.70","338,298.70","Consumer Discretionary","IT0004965148","Borsa Italiana","Italy","EUR"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.02","96.55","3,499.00","337,828.45","337,828.45","Industrials","US34964C1062","New York Stock Exchange Inc.","United States","USD"
"PNR","PENTAIR","Equity","0.02","71.29","4,733.00","337,415.57","337,415.57","Industrials","IE00BLS09M33","New York Stock Exchange Inc.","United States","USD"
"LII","LENNOX INTERNATIONAL INC","Equity","0.02","327.27","1,030.00","337,088.10","337,088.10","Industrials","US5261071071","New York Stock Exchange Inc.","United States","USD"
"IVZ","INVESCO LTD","Equity","0.02","24.14","13,959.00","336,970.26","336,970.26","Financials","BMG491BT1088","New York Stock Exchange Inc.","United States","USD"
"FFIV","F5 NETWORKS INC","Equity","0.02","202.98","1,649.00","334,714.02","334,714.02","Information Technology","US3156161024","NASDAQ","United States","USD"
"ITRK","INTERTEK GROUP PLC","Equity","0.02","77.47","4,319.00","334,602.58","334,602.58","Industrials","GB0031638363","London Stock Exchange","United Kingdom","GBP"
"BWA","BORGWARNER INC","Equity","0.02","47.70","7,003.00","334,043.10","334,043.10","Consumer Discretionary","US0997241064","New York Stock Exchange Inc.","United States","USD"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Equity","0.02","405.80","823.00","333,976.70","333,976.70","Financials","CA3039011026","Toronto Stock Exchange","Canada","CAD"
"7201","NISSAN MOTOR LTD","Equity","0.02","5.39","61,800.00","333,218.24","333,218.24","Consumer Discretionary","JP3672400003","Tokyo Stock Exchange","Japan","JPY"
"LUMI","BANK LEUMI LE ISRAEL","Equity","0.02","7.68","43,312.00","332,504.22","332,504.22","Financials","IL0006046119","Tel Aviv Stock Exchange","Israel","ILS"
"2388","BOC HONG KONG HOLDINGS LTD","Equity","0.02","3.23","103,000.00","332,352.03","332,352.03","Financials","HK2388011192","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"KPN","KONINKLIJKE KPN NV","Equity","0.02","3.31","100,118.00","331,602.80","331,602.80","Communication","NL0000009082","Euronext Amsterdam","Netherlands","EUR"
"KGF","KINGFISHER PLC","Equity","0.02","5.19","63,936.00","331,547.74","331,547.74","Consumer Discretionary","GB0033195214","London Stock Exchange","United Kingdom","GBP"
"CNP","CENTERPOINT ENERGY INC","Equity","0.02","25.66","12,876.00","330,398.16","330,398.16","Utilities","US15189T1079","New York Stock Exchange Inc.","United States","USD"
"ARW","ARROW ELECTRONICS INC","Equity","0.02","115.95","2,849.00","330,341.55","330,341.55","Information Technology","US0427351004","New York Stock Exchange Inc.","United States","USD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Equity","0.02","8.42","39,182.00","329,912.44","329,912.44","Financials","US0357104092","New York Stock Exchange Inc.","United States","USD"
"NEXI","NEXI","Equity","0.02","22.07","14,927.00","329,365.23","329,365.23","Information Technology","IT0005366767","Borsa Italiana","Italy","EUR"
"FOXA","FOX CORP CLASS A","Equity","0.02","36.32","9,040.00","328,332.80","328,332.80","Communication","US35137L1052","NASDAQ","United States","USD"
"HEIO","HEINEKEN HOLDING NV","Equity","0.02","100.00","3,275.00","327,502.50","327,502.50","Consumer Staples","NL0000008977","Euronext Amsterdam","Netherlands","EUR"
"NDSN","NORDSON CORP","Equity","0.02","222.70","1,469.00","327,146.30","327,146.30","Industrials","US6556631025","NASDAQ","United States","USD"
"JNPR","JUNIPER NETWORKS INC","Equity","0.02","26.98","12,100.00","326,458.00","326,458.00","Information Technology","US48203R1041","New York Stock Exchange Inc.","United States","USD"
"DOL","DOLLARAMA INC","Equity","0.02","46.83","6,972.00","326,496.36","326,496.36","Consumer Discretionary","CA25675T1075","Toronto Stock Exchange","Canada","CAD"
"HST","HOST HOTELS & RESORTS REIT INC","Equity","0.02","16.09","20,276.00","326,240.84","326,240.84","Real Estate","US44107P1049","NASDAQ","United States","USD"
"OC","OWENS CORNING","Equity","0.02","94.22","3,463.00","326,283.86","326,283.86","Industrials","US6907421019","New York Stock Exchange Inc.","United States","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.02","88.51","3,680.00","325,716.80","325,716.80","Industrials","US12541W2098","NASDAQ","United States","USD"
"9613","NTT DATA CORP","Equity","0.02","15.80","20,600.00","325,529.02","325,529.02","Information Technology","JP3165700000","Tokyo Stock Exchange","Japan","JPY"
"SHL","SONIC HEALTHCARE LTD","Equity","0.02","29.31","11,100.00","325,355.60","325,355.60","Health Care","AU000000SHL7","Asx - All Markets","Australia","AUD"
"SCHP","SCHINDLER HOLDING PAR AG","Equity","0.02","314.59","1,031.00","324,344.34","324,344.34","Industrials","CH0024638196","SIX Swiss Exchange","Switzerland","CHF"
"TLS","TELSTRA CORPORATION LTD","Equity","0.02","2.77","115,760.00","321,047.16","321,047.16","Communication","AU000000TLS2","Asx - All Markets","Australia","AUD"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Equity","0.02","7.96","40,206.00","319,847.69","319,847.69","Utilities","IT0003242622","Borsa Italiana","Italy","EUR"
"MTN","VAIL RESORTS INC","Equity","0.02","310.00","1,031.00","319,610.00","319,610.00","Consumer Discretionary","US91879Q1094","New York Stock Exchange Inc.","United States","USD"
"MOH","MOLINA HEALTHCARE INC","Equity","0.02","259.17","1,232.00","319,297.44","319,297.44","Health Care","US60855R1005","New York Stock Exchange Inc.","United States","USD"
"CA","CARREFOUR SA","Equity","0.02","18.67","17,079.00","318,911.19","318,911.19","Consumer Staples","FR0000120172","Nyse Euronext - Euronext Paris","France","EUR"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Equity","0.02","35.25","9,045.00","318,836.25","318,836.25","Communication","US4606901001","New York Stock Exchange Inc.","United States","USD"
"6506","YASKAWA ELECTRIC CORP","Equity","0.02","48.22","6,600.00","318,281.72","318,281.72","Industrials","JP3932000007","Tokyo Stock Exchange","Japan","JPY"
"TXG","10X GENOMICS INC CLASS A","Equity","0.02","187.00","1,696.00","317,152.00","317,152.00","Health Care","US88025U1097","NASDAQ","United States","USD"
"STERV","STORA ENSO CLASS R","Equity","0.02","19.78","16,036.00","317,127.33","317,127.33","Materials","FI0009005961","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"CABO","CABLE ONE INC","Equity","0.02","1,919.81","165.00","316,768.65","316,768.65","Communication","US12685J1051","New York Stock Exchange Inc.","United States","USD"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Equity","0.02","66.31","4,732.00","313,767.98","313,767.98","Consumer Discretionary","GB00BHJYC057","London Stock Exchange","United Kingdom","GBP"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.02","49.53","6,337.00","313,871.61","313,871.61","Consumer Staples","US60871R2094","New York Stock Exchange Inc.","United States","USD"
"MOS","MOSAIC","Equity","0.02","30.49","10,293.00","313,833.57","313,833.57","Materials","US61945C1036","New York Stock Exchange Inc.","United States","USD"
"LEA","LEAR CORP","Equity","0.02","170.00","1,845.00","313,650.00","313,650.00","Consumer Discretionary","US5218652049","New York Stock Exchange Inc.","United States","USD"
"6701","NEC CORP","Equity","0.02","51.40","6,100.00","313,559.17","313,559.17","Information Technology","JP3733000008","Tokyo Stock Exchange","Japan","JPY"
"MHK","MOHAWK INDUSTRIES INC","Equity","0.02","189.91","1,649.00","313,161.59","313,161.59","Consumer Discretionary","US6081901042","New York Stock Exchange Inc.","United States","USD"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Equity","0.02","20.76","15,057.00","312,583.32","312,583.32","Real Estate","US58463J3041","New York Stock Exchange Inc.","United States","USD"
"WYNN","WYNN RESORTS LTD","Equity","0.02","102.16","3,056.00","312,200.96","312,200.96","Consumer Discretionary","US9831341071","NASDAQ","United States","USD"
"MRO","MELROSE INDUSTRIES PLC","Equity","0.02","2.24","138,828.00","311,530.62","311,530.62","Industrials","GB00BZ1G4322","London Stock Exchange","United Kingdom","GBP"
"IAC","IAC INTERACTIVE","Equity","0.02","138.50","2,232.00","309,132.00","309,132.00","Communication","US44891N2080","NASDAQ","United States","USD"
"HSIC","HENRY SCHEIN INC","Equity","0.02","79.44","3,881.00","308,306.64","308,306.64","Health Care","US8064071025","NASDAQ","United States","USD"
"EBS","ERSTE GROUP BANK AG","Equity","0.02","37.38","8,224.00","307,419.83","307,419.83","Financials","AT0000652011","Wiener Boerse Ag","Austria","EUR"
"VER","VEREIT INC","Equity","0.02","49.02","6,231.00","305,443.62","305,443.62","Real Estate","US92339V3087","New York Stock Exchange Inc.","United States","USD"
"LUMN","LUMEN TECHNOLOGIES INC","Equity","0.02","12.65","24,104.00","304,915.60","304,915.60","Communication","US5502411037","New York Stock Exchange Inc.","United States","USD"
"SINCH","SINCH","Equity","0.02","20.58","14,819.00","304,989.03","304,989.03","Information Technology","SE0016101844","Nasdaq Omx Nordic","Sweden","SEK"
"6383","DAIFUKU LTD","Equity","0.02","89.37","3,400.00","303,841.61","303,841.61","Industrials","JP3497400006","Tokyo Stock Exchange","Japan","JPY"
"BG","BUNGE LTD","Equity","0.02","78.51","3,866.00","303,519.66","303,519.66","Consumer Staples","BMG169621056","New York Stock Exchange Inc.","United States","USD"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Equity","0.02","26.30","11,522.00","303,028.60","303,028.60","Communication","GB00B8W67B19","NASDAQ","United States","USD"
"SGE","SAGE GROUP PLC","Equity","0.02","9.67","31,239.00","302,064.47","302,064.47","Information Technology","GB00B8C3BL03","London Stock Exchange","United Kingdom","GBP"
"4684","OBIC LTD","Equity","0.02","177.73","1,700.00","302,143.31","302,143.31","Information Technology","JP3173400007","Tokyo Stock Exchange","Japan","JPY"
"PUM","PUMA","Equity","0.02","122.66","2,454.00","300,997.34","300,997.34","Consumer Discretionary","DE0006969603","Xetra","Germany","EUR"
"4751","CYBER AGENT INC","Equity","0.02","19.98","15,000.00","299,700.30","299,700.30","Communication","JP3311400000","Tokyo Stock Exchange","Japan","JPY"
"AENA","AENA SME SA","Equity","0.02","161.42","1,855.00","299,428.83","299,428.83","Industrials","ES0105046009","Bolsa De Madrid","Spain","EUR"
"SEE","SEALED AIR CORP","Equity","0.02","55.67","5,361.00","298,446.87","298,446.87","Materials","US81211K1007","New York Stock Exchange Inc.","United States","USD"
"BKI","BLACK KNIGHT INC","Equity","0.02","81.10","3,680.00","298,448.00","298,448.00","Information Technology","US09215C1053","New York Stock Exchange Inc.","United States","USD"
"SUN","SUNCORP GROUP LTD","Equity","0.02","8.48","35,145.00","298,084.85","298,084.85","Financials","AU000000SUN6","Asx - All Markets","Australia","AUD"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Equity","0.02","37.24","8,001.00","297,957.24","297,957.24","Real Estate","US6819361006","New York Stock Exchange Inc.","United States","USD"
"QBE","QBE INSURANCE GROUP LTD","Equity","0.02","7.86","37,798.00","297,013.92","297,013.92","Financials","AU000000QBE9","Asx - All Markets","Australia","AUD"
"BARN","BARRY CALLEBAUT AG","Equity","0.02","2,493.98","119.00","296,784.07","296,784.07","Consumer Staples","CH0009002962","SIX Swiss Exchange","Switzerland","CHF"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES LTD","Equity","0.02","9.81","30,137.00","295,678.54","295,678.54","Health Care","IL0006290147","Tel Aviv Stock Exchange","Israel","ILS"
"LEG","LEG IMMOBILIEN N","Equity","0.02","156.34","1,878.00","293,612.86","293,612.86","Real Estate","DE000LEG1110","Xetra","Germany","EUR"
"KL","KIRKLAND LAKE GOLD LTD","Equity","0.02","39.71","7,390.00","293,484.79","293,484.79","Materials","CA49741E1007","Toronto Stock Exchange","Canada","CAD"
"9532","OSAKA GAS LTD","Equity","0.02","18.54","15,800.00","292,868.95","292,868.95","Utilities","JP3180400008","Tokyo Stock Exchange","Japan","JPY"
"6988","NITTO DENKO CORP","Equity","0.02","73.20","4,000.00","292,798.11","292,798.11","Materials","JP3684000007","Tokyo Stock Exchange","Japan","JPY"
"ASX","ASX LTD","Equity","0.02","56.86","5,149.00","292,781.15","292,781.15","Financials","AU000000ASX7","Asx - All Markets","Australia","AUD"
"NWL","NEWELL BRANDS INC","Equity","0.02","26.83","10,906.00","292,607.98","292,607.98","Consumer Discretionary","US6512291062","NASDAQ","United States","USD"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Equity","0.02","14.20","20,600.00","292,508.40","292,508.40","Consumer Discretionary","JP3407400005","Tokyo Stock Exchange","Japan","JPY"
"COH","COCHLEAR LTD","Equity","0.02","178.72","1,636.00","292,389.16","292,389.16","Health Care","AU000000COH5","Asx - All Markets","Australia","AUD"
"UU.","UNITED UTILITIES GROUP PLC","Equity","0.02","14.63","19,924.00","291,523.88","291,523.88","Utilities","GB00B39J2M42","London Stock Exchange","United Kingdom","GBP"
